Country,State,District,Year,"Cases Due To Plasmodium Falciparum (UOM:%(Percentage)), Scaling Factor:1","Annual Blood Examination Rate (UOM:Number), Scaling Factor:1","Annual Parasite Incidence (UOM:Number), Scaling Factor:1","Slide Positivity Rate  (UOM:Number), Scaling Factor:1","Annual Falciparum Incidence   (UOM:Number), Scaling Factor:1","Slide Falciparum Rate  (UOM:Number), Scaling Factor:1","Deaths Due To Plasmodium Vivax Malaria (UOM:Number), Scaling Factor:1","Deaths Due To Plasmodium Falciparum Malaria (UOM:Number), Scaling Factor:1","Population (UOM:Number), Scaling Factor:1","Blood Smears Collected For Malaria Testing (UOM:Number), Scaling Factor:1","Blood Smears Examined  (UOM:Number), Scaling Factor:1","Indigenous Plasmodium Vivax Cases (UOM:Number), Scaling Factor:1","Indigenous Plasmodium Falciparum Cases (UOM:Number), Scaling Factor:1","Indigenous Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Total Indigenous Malaria Positives (UOM:Number), Scaling Factor:1","Repeat Tests Or Re-Tests (UOM:Number), Scaling Factor:1","Total Blood Smears Collected For Malaria Testing (UOM:Number), Scaling Factor:1","Total Tests Conducted Combining Blood Smear Collection And Rapid Diagnostic Tests (UOM:Number), Scaling Factor:1","Total Blood Smears Examined (UOM:Number), Scaling Factor:1","Total Tests Examined Combining Blood Smear Examined And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Total Tests Conducted Combining Blood Smear Collection And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Total Tests Examined Combining Blood Smear Examined And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Plasmodium Vivax (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Plasmodium Falciparum (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Malaria Positives (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Plasmodium Vivax Cases (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Plasmodium Falciparum Cases (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Malaria Positives (UOM:Number), Scaling Factor:1","Total Indigenous And Non Indigenous Cases Of Plasmodium Vivax (UOM:Number), Scaling Factor:1","Total Indigenous And Non Indigenous Cases Of Plasmodium Falciparum (UOM:Number), Scaling Factor:1","Mixed Indigenous And Non Indigenous Malaria Infections (UOM:Number), Scaling Factor:1","Total Of Indigenous And Non Indigenous Cases (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Others (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Others (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Others (UOM:Number), Scaling Factor:1"
India,Karnataka,Chikkamagaluru,"Calendar Year (Jan - Dec), 2020",0,17.28,0,0,0,0,0,0,1192,,,,,,,4,205959,0,205959,0,205959,205959,4,0,0,4,,,,,,,,,,,,,,,,,
India,Karnataka,Chitradurga,"Calendar Year (Jan - Dec), 2020",66.67,15.12,0,0,0,0,0,0,1791,,,,,,,3,268369,2504,268369,2504,270873,270873,1,0,2,3,,,,,,,,,,,,,,,,,
India,Karnataka,Dakshina Kannada,"Calendar Year (Jan - Dec), 2020",14.61,11.38,0.62,0.54,0.09,0.08,0,0,2262,,,,,,,1396,255503,1866,255503,1866,257369,257369,1192,204,0,1396,,,,,,,,,,,,,,,,,
India,Karnataka,Davangere,"Calendar Year (Jan - Dec), 2020",0,8.41,0,0,0,0,0,0,1775,,,,,,,4,149240,0,149240,0,149240,149240,4,0,0,4,,,,,,,,,,,,,,,,,
India,Karnataka,Dharwad,"Calendar Year (Jan - Dec), 2020",0,11.42,0,0,0,0,0,0,2048,,,,,,,8,233959,0,233959,0,233959,233959,8,0,0,8,,,,,,,,,,,,,,,,,
India,Karnataka,Gadag,"Calendar Year (Jan - Dec), 2020",0,24.25,0,0,0,0,0,0,1167,,,,,,,5,280062,2886,280062,2886,282948,282948,5,0,0,5,,,,,,,,,,,,,,,,,
India,Karnataka,Hassan,"Calendar Year (Jan - Dec), 2020",33.33,10.78,0,0,0,0,0,1,1833,,,,,,,3,193556,3976,193556,3976,197532,197532,2,1,0,3,,,,,,,,,,,,,,,,,
India,Karnataka,Haveri,"Calendar Year (Jan - Dec), 2020",20,11.49,0,0,0,0,0,0,1726,,,,,,,5,198324,0,198324,0,198324,198324,4,1,0,5,,,,,,,,,,,,,,,,,
India,Karnataka,Kalaburagi,"Calendar Year (Jan - Dec), 2020",0,5.8,0,0,0,0,0,0,2911,,,,,,,7,164707,4013,164707,4013,168720,168720,7,0,0,7,,,,,,,,,,,,,,,,,
India,Karnataka,Kodagu,"Calendar Year (Jan - Dec), 2020",,19.23,0,0,0,0,0,0,562,,,,,,,0,108048,0,108048,0,108048,108048,0,0,0,0,,,,,,,,,,,,,,,,,
India,Karnataka,Kolar,"Calendar Year (Jan - Dec), 2020",,11.35,0,0,0,0,0,0,1632,,,,,,,0,185301,0,185301,0,185301,185301,0,0,0,0,,,,,,,,,,,,,,,,,
India,Karnataka,Koppal,"Calendar Year (Jan - Dec), 2020",50,18.31,0,0,0,0,0,0,1525,,,,,,,2,277786,1375,277786,1375,279161,279161,1,1,0,2,,,,,,,,,,,,,,,,,
India,Karnataka,Mandya,"Calendar Year (Jan - Dec), 2020",,12.11,0,0,0,0,0,0,1829,,,,,,,0,218944,0,221520,0,218944,221520,0,0,0,0,,,,,,,,,,,,,,,,,
India,Karnataka,Mysuru,"Calendar Year (Jan - Dec), 2020",,10.99,0,0,0,0,0,0,3281,,,,,,,0,360456,0,360456,0,360456,360456,0,0,0,0,,,,,,,,,,,,,,,,,
India,Karnataka,Raichur,"Calendar Year (Jan - Dec), 2020",0,16.31,0,0,0,0,0,0,2202,,,,,,,10,358094,987,358094,987,359081,359081,10,0,0,10,,,,,,,,,,,,,,,,,
India,Karnataka,Ramanagara,"Calendar Year (Jan - Dec), 2020",33.33,17.26,0,0,0,0,0,0,1147,,,,,,,3,197982,0,197982,0,197982,197982,2,1,0,3,,,,,,,,,,,,,,,,,
India,Karnataka,Shivamogga,"Calendar Year (Jan - Dec), 2020",50,8.02,0,0,0,0,0,0,1801,,,,,,,6,141249,3277,141249,3277,144526,144526,3,3,0,6,,,,,,,,,,,,,,,,,
India,Karnataka,Tumakuru,"Calendar Year (Jan - Dec), 2020",0,17.12,0,0,0,0,0,0,2814,,,,,,,6,481659,0,481659,0,481659,481659,6,0,0,6,,,,,,,,,,,,,,,,,
India,Karnataka,Udupi,"Calendar Year (Jan - Dec), 2020",10.98,8.19,0.12,0.15,0.01,0.02,0,0,1358,,,,,,,164,109833,1330,109833,1330,111163,111163,146,16,2,164,,,,,,,,,,,,,,,,,
India,Karnataka,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2020",66.67000000000000000000,47.83,0.38,1.05,0,0,0,0,7164,,,,,,,44,374970,355,374970,355,375325,375325,42,2,0,44,,,,,,,,,,,,,,,,,
India,Karnataka,Uttara Kannada,"Calendar Year (Jan - Dec), 2020",16.67,12.89,0,0,0,0,0,0,1539,,,,,,,6,198428,0,198428,0,198428,198428,5,1,0,6,,,,,,,,,,,,,,,,,
India,Karnataka,Vijayapura,"Calendar Year (Jan - Dec), 2020",0,12.15,0,0,0,0,0,0,2519,,,,,,,2,306051,0,306051,0,306051,306051,2,0,0,2,,,,,,,,,,,,,,,,,
India,Karnataka,Yadgir,"Calendar Year (Jan - Dec), 2020",0,5.56,0,0,0,0,0,0,1424,,,,,,,3,79127,0,79127,0,79127,79127,3,0,0,3,,,,,,,,,,,,,,,,,
India,Kerala,Alappuzha,"Calendar Year (Jan - Dec), 2020",40,3.9,0,0.01,0,0,0,0,2145,,,,,,,10,82170,1408,82170,1408,83578,83578,6,3,1,10,,,,,,,,,,,,,,,,,
India,Kerala,Ernakulam,"Calendar Year (Jan - Dec), 2020",26.47,4.32,0.01,0.02,0,0.01,0,0,3450,,,,,,,34,137693,11328,137693,11328,149021,149021,25,7,2,34,,,,,,,,,,,,,,,,,
India,Kerala,Idukki,"Calendar Year (Jan - Dec), 2020",73.68,5.93,0.02,0.03,0.01,0.02,0,0,1091,,,,,,,19,62912,1731,62912,1731,64643,64643,5,13,1,19,,,,,,,,,,,,,,,,,
India,Kerala,Kannur,"Calendar Year (Jan - Dec), 2020",26.67,4.73,0.01,0.01,0,0,0,0,2630,,,,,,,15,121411,2942,121411,2942,124353,124353,11,1,3,15,,,,,,,,,,,,,,,,,
India,Kerala,Kasaragod,"Calendar Year (Jan - Dec), 2020",16.13,4.47,0.02,0.05,0,0.01,0,0,1408,,,,,,,31,56959,5958,56959,5958,62917,62917,26,0,5,31,,,,,,,,,,,,,,,,,
India,Kerala,Kollam,"Calendar Year (Jan - Dec), 2020",52.94,3.13,0.01,0.02,0,0.01,0,1,2681,,,,,,,17,82855,967,82855,967,83822,83822,8,6,3,17,,,,,,,,,,,,,,,,,
India,Kerala,Kottayam,"Calendar Year (Jan - Dec), 2020",7.69,4.07,0.01,0.02,0,0,0,0,1994,,,,,,,13,78067,3177,78067,3177,81244,81244,12,0,1,13,,,,,,,,,,,,,,,,,
India,Kerala,Kozhikode,"Calendar Year (Jan - Dec), 2020",21.05,3.57,0.01,0.02,0,0,0,0,3286,,,,,,,19,116379,1093,116379,1093,117472,117472,15,3,1,19,,,,,,,,,,,,,,,,,
India,Kerala,Malappuram,"Calendar Year (Jan - Dec), 2020",7.41,3.98,0.01,0.01,0,0,0,0,4607,,,,,,,27,178200,5229,178200,5229,183429,183429,25,0,2,27,,,,,,,,,,,,,,,,,
India,Kerala,Palakkad,"Calendar Year (Jan - Dec), 2020",13.33,3.8,0.01,0.01,0,0,0,0,2995,,,,,,,15,110034,3710,110034,3710,113744,113744,13,2,0,15,,,,,,,,,,,,,,,,,
India,Kerala,Pathanamthitta,"Calendar Year (Jan - Dec), 2020",16.67,4.91,0.01,0.01,0,0,0,0,1165,,,,,,,6,55749,1510,55749,1510,57259,57259,5,1,0,6,,,,,,,,,,,,,,,,,
India,Kerala,Thiruvananthapuram,"Calendar Year (Jan - Dec), 2020",52.17,3.92,0.01,0.02,0,0.01,0,0,3363,,,,,,,23,119056,12823,119056,12823,131879,131879,11,8,4,23,,,,,,,,,,,,,,,,,
India,Kerala,Thrissur,"Calendar Year (Jan - Dec), 2020",33.33,4.03,0.01,0.03,0,0.01,0,0,3260,,,,,,,33,116370,15034,116370,15034,131404,131404,22,8,3,33,,,,,,,,,,,,,,,,,
India,Kerala,Wayanad,"Calendar Year (Jan - Dec), 2020",0,6.2,0.01,0.01,0,0,0,0,852,,,,,,,6,50400,2462,50400,2462,52862,52862,6,0,0,6,,,,,,,,,,,,,,,,,
India,Ladakh,Kargil,"Calendar Year (Jan - Dec), 2020",,0.42,0,0,0,0,0,0,140,,,,,,,0,5,588,5,588,593,593,0,0,0,0,,,,,,,,,,,,,,,,,
India,Ladakh,Leh Ladakh,"Calendar Year (Jan - Dec), 2020",,0.43,0,0,0,0,0,0,130,,,,,,,0,3,558,3,558,561,561,0,0,0,0,,,,,,,,,,,,,,,,,
India,Lakshadweep,Lakshadweep District,"Calendar Year (Jan - Dec), 2020",0,0.86,0.09,1.08,0,0,0,0,65,,,,,,,6,513,43,513,43,556,556,6,0,0,6,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Agar-Malwa,"Calendar Year (Jan - Dec), 2020",0,10.16,0,0,0,0,0,0,710,,,,,,,3,9775,62335,9775,62335,72110,72110,3,0,0,3,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Alirajpur,"Calendar Year (Jan - Dec), 2020",37.21,10.61,0.05,0.05,0.02,0.02,0,0,853,,,,,,,43,25939,64529,25939,64529,90468,90468,27,16,0,43,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Anuppur,"Calendar Year (Jan - Dec), 2020",75.34,13.12,0.09,0.07,0.07,0.05,0,0,832,,,,,,,73,22421,86740,22421,86740,109161,109161,18,40,15,73,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Ashoknagar,"Calendar Year (Jan - Dec), 2020",20.2,11.92,0.1,0.09,0.02,0.02,0,0,962,,,,,,,99,24034,90654,24034,90654,114688,114688,79,20,0,99,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Balaghat,"Calendar Year (Jan - Dec), 2020",97.96,14.2,1.47,1.03,1.44,1.01,0,1,1906,,,,,,,2794,21247,249409,21247,249409,270656,270656,57,2737,0,2794,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Barwani,"Calendar Year (Jan - Dec), 2020",44.44,9.36,0.01,0.01,0,0,0,0,1718,,,,,,,9,38005,122715,38005,122715,160720,160720,5,4,0,9,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Betul,"Calendar Year (Jan - Dec), 2020",31.58,13.11,0.01,0.01,0,0,0,0,1801,,,,,,,19,72877,163275,72877,163275,236152,236152,13,6,0,19,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Bhind,"Calendar Year (Jan - Dec), 2020",3.85,8.52,0.03,0.03,0,0,0,0,1993,,,,,,,52,84554,85285,84554,85285,169839,169839,50,2,0,52,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Bhopal,"Calendar Year (Jan - Dec), 2020",5.56,9.21,0.01,0.01,0,0,0,0,2981,,,,,,,18,192759,81934,192759,81934,274693,274693,17,1,0,18,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Burhanpur,"Calendar Year (Jan - Dec), 2020",15.38,6.88,0.01,0.02,0,0,0,0,887,,,,,,,13,47387,13597,47387,13597,60984,60984,11,2,0,13,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Chhatarpur,"Calendar Year (Jan - Dec), 2020",0,9.24,0.02,0.02,0,0,0,0,2072,,,,,,,36,158677,32767,158677,32767,191444,191444,36,0,0,36,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Chhindwara,"Calendar Year (Jan - Dec), 2020",79.83,11.28,0.1,0.09,0.08,0.07,0,0,2337,,,,,,,233,87296,176275,87296,176275,263571,263571,47,174,12,233,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Damoh,"Calendar Year (Jan - Dec), 2020",5.71,10.59,0.02,0.02,0,0,0,0,1453,,,,,,,35,94385,59484,94385,59484,153869,153869,33,2,0,35,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Datia,"Calendar Year (Jan - Dec), 2020",4.05,7.02,0.08,0.11,0,0,0,0,917,,,,,,,74,37812,26587,37812,26587,64399,64399,71,3,0,74,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Dewas,"Calendar Year (Jan - Dec), 2020",0,11.82,0,0,0,0,0,0,1838,,,,,,,6,115914,101373,115914,101373,217287,217287,6,0,0,6,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Dhar,"Calendar Year (Jan - Dec), 2020",34.4,10.52,0.08,0.08,0.03,0.03,0,0,2688,,,,,,,218,81711,200948,81711,200948,282659,282659,143,73,2,218,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Dindori,"Calendar Year (Jan - Dec), 2020",56.67,12.54,0.04,0.03,0.02,0.02,0,0,838,,,,,,,30,9847,95218,9847,95218,105065,105065,13,16,1,30,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Guna,"Calendar Year (Jan - Dec), 2020",43.82,10.76,0.06,0.05,0.03,0.02,0,0,1540,,,,,,,89,89833,75941,89833,75941,165774,165774,50,39,0,89,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Gwalior,"Calendar Year (Jan - Dec), 2020",12,11.03,0.02,0.02,0,0,0,0,2479,,,,,,,50,125087,148273,125087,148273,273360,273360,44,6,0,50,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Harda,"Calendar Year (Jan - Dec), 2020",0,10.77,0,0,0,0,0,0,673,,,,,,,3,5249,67265,5249,67265,72514,72514,3,0,0,3,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Indore,"Calendar Year (Jan - Dec), 2020",0,9.03,0,0.01,0,0,0,0,4227,,,,,,,21,336732,44886,336732,44886,381618,381618,21,0,0,21,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Jabalpur,"Calendar Year (Jan - Dec), 2020",22.86,11.3,0.01,0.01,0,0,0,0,2784,,,,,,,35,147067,167486,147067,167486,314553,314553,27,6,2,35,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Jhabua,"Calendar Year (Jan - Dec), 2020",40,13.89,0.11,0.08,0.05,0.03,0,0,1307,,,,,,,150,9973,171522,9973,171522,181495,181495,90,52,8,150,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Khandwa (East Nimar),"Calendar Year (Jan - Dec), 2020",35.29,9.84,0.01,0.01,0,0,0,0,1559,,,,,,,17,66458,86931,66458,86931,153389,153389,11,6,0,17,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Khargone (West Nimar),"Calendar Year (Jan - Dec), 2020",28.57,9,0,0,0,0,0,0,2257,,,,,,,7,161817,41319,161817,41319,203136,203136,5,2,0,7,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Mandla,"Calendar Year (Jan - Dec), 2020",83.54,16.08,0.13,0.08,0.11,0.07,0,0,1224,,,,,,,164,17481,179390,17481,179390,196871,196871,27,129,8,164,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Mandsaur,"Calendar Year (Jan - Dec), 2020",48,10.8,0.02,0.02,0.01,0.01,0,0,1494,,,,,,,25,73874,87495,73874,87495,161369,161369,13,12,0,25,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Morena,"Calendar Year (Jan - Dec), 2020",13.22,10.05,0.05,0.05,0.01,0.01,0,0,2379,,,,,,,121,103473,135655,103473,135655,239128,239128,105,16,0,121,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Narmadapuram,"Calendar Year (Jan - Dec), 2020",43.24,12.86,0.03,0.02,0.01,0.01,0,0,1403,,,,,,,37,81382,98974,81382,98974,180356,180356,21,16,0,37,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Narsimhapur,"Calendar Year (Jan - Dec), 2020",73.33,9.13,0.02,0.03,0.02,0.02,0,0,1228,,,,,,,30,75906,36161,75906,36161,112067,112067,8,20,2,30,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Neemuch,"Calendar Year (Jan - Dec), 2020",77.14,12.25,0.08,0.06,0.06,0.05,0,0,925,,,,,,,70,49963,63359,49963,63359,113322,113322,16,54,0,70,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Panna,"Calendar Year (Jan - Dec), 2020",21.74,9.1,0.06,0.06,0.01,0.01,0,0,1184,,,,,,,69,67319,40368,67319,40368,107687,107687,54,15,0,69,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Raisen,"Calendar Year (Jan - Dec), 2020",14.29,11.42,0.01,0.01,0,0,0,0,1551,,,,,,,14,101900,75157,101900,75157,177057,177057,12,2,0,14,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Rajgarh,"Calendar Year (Jan - Dec), 2020",4.62,10.43,0.03,0.03,0,0,0,0,1863,,,,,,,65,81271,112956,81271,112956,194227,194227,62,3,0,65,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Ratlam,"Calendar Year (Jan - Dec), 2020",18.52,12,0.06,0.05,0.01,0.01,0,0,1710,,,,,,,108,86484,118657,86484,118657,205141,205141,88,20,0,108,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Rewa,"Calendar Year (Jan - Dec), 2020",6.9,9.15,0.05,0.06,0,0,0,0,2779,,,,,,,145,157677,96615,157677,96615,254292,254292,135,10,0,145,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Sagar,"Calendar Year (Jan - Dec), 2020",9.09,11.19,0.02,0.01,0,0,0,0,2795,,,,,,,44,114848,197821,114848,197821,312669,312669,40,4,0,44,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Satna,"Calendar Year (Jan - Dec), 2020",6.84,7.27,0.09,0.12,0.01,0.01,0,0,2608,,,,,,,234,136911,52813,136911,52813,189724,189724,218,16,0,234,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Sehore,"Calendar Year (Jan - Dec), 2020",17.65,9.85,0.01,0.01,0,0,0,0,1560,,,,,,,17,95213,58381,95213,58381,153594,153594,14,3,0,17,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Seoni,"Calendar Year (Jan - Dec), 2020",42.86,8.55,0.01,0.02,0.01,0.01,0,0,1600,,,,,,,21,19892,116898,19892,116898,136790,136790,12,9,0,21,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Shahdol,"Calendar Year (Jan - Dec), 2020",80,11.6,0.16,0.14,0.13,0.11,0,0,1231,,,,,,,195,51260,91511,51260,91511,142771,142771,39,152,4,195,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Shajapur,"Calendar Year (Jan - Dec), 2020",0,12.29,0.01,0.01,0,0,0,0,1030,,,,,,,7,72170,54406,72170,54406,126576,126576,7,0,0,7,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Sheopur,"Calendar Year (Jan - Dec), 2020",13.51,12.59,0.67,0.53,0.09,0.07,0,0,829,,,,,,,555,19084,85255,19084,85255,104339,104339,480,75,0,555,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Shivpuri,"Calendar Year (Jan - Dec), 2020",5.41,8.6,0.07,0.08,0,0,0,0,2071,,,,,,,148,108930,69259,108930,69259,178189,178189,140,8,0,148,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Sidhi,"Calendar Year (Jan - Dec), 2020",36.84,12.53,0.11,0.09,0.04,0.03,0,0,1364,,,,,,,152,58956,111927,58956,111927,170883,170883,96,56,0,152,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Tikamgarh,"Calendar Year (Jan - Dec), 2020",0,6.86,0.02,0.02,0,0,0,0,1705,,,,,,,28,48847,68126,48847,68126,116973,116973,28,0,0,28,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Ujjain,"Calendar Year (Jan - Dec), 2020",0,12.46,0,0,0,0,0,0,2265,,,,,,,8,124438,157874,124438,157874,282312,282312,8,0,0,8,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Umaria,"Calendar Year (Jan - Dec), 2020",36.23,10.05,0.09,0.09,0.03,0.03,0,0,790,,,,,,,69,10961,68436,10961,68436,79397,79397,44,25,0,69,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2020",56.9100000000000000,23.66,0.17,0.14,0.04,0.03,0,0,3011,,,,,,,250,91153,264227,91153,264227,355380,355380,188,59,3,250,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Vidisha,"Calendar Year (Jan - Dec), 2020",5.26,10.59,0.03,0.03,0,0,0,0,1721,,,,,,,57,73870,108370,73870,108370,182240,182240,54,3,0,57,,,,,,,,,,,,,,,,,
India,Maharashtra,Ahmednagar,"Calendar Year (Jan - Dec), 2020",0,9.87,0,0,0,0,0,0,4981,,,,,,,7,491717,0,491717,0,491717,491717,7,0,0,7,,,,,,,,,,,,,,,,,
India,Maharashtra,Akola,"Calendar Year (Jan - Dec), 2020",22.22,10.4,0,0,0,0,0,0,2595,,,,,,,9,270438,500,269382,500,270938,269882,7,2,0,9,,,,,,,,,,,,,,,,,
India,Maharashtra,Amravati,"Calendar Year (Jan - Dec), 2020",8.33,9.95,0,0,0,0,0,0,3012,,,,,,,12,299708,0,299708,0,299708,299708,11,1,0,12,,,,,,,,,,,,,,,,,
India,Maharashtra,Beed,"Calendar Year (Jan - Dec), 2020",25,9.33,0,0,0,0,0,0,2975,,,,,,,4,277542,0,277542,0,277542,277542,3,1,0,4,,,,,,,,,,,,,,,,,
India,Maharashtra,Bhandara,"Calendar Year (Jan - Dec), 2020",82.35,23.82,0.01,0.01,0.01,0,0,2,1269,,,,,,,17,221743,70809,231448,70809,292552,302257,3,14,0,17,,,,,,,,,,,,,,,,,
India,Maharashtra,Buldhana,"Calendar Year (Jan - Dec), 2020",0,13.62,0,0,0,0,0,0,2886,,,,,,,5,384659,8288,384659,8288,392947,392947,5,0,0,5,,,,,,,,,,,,,,,,,
India,Maharashtra,Chandrapur,"Calendar Year (Jan - Dec), 2020",90.39,30.05,0.1,0.03,0.09,0.03,0,3,2249,,,,,,,229,529754,146144,529754,146144,675898,675898,22,207,0,229,,,,,,,,,,,,,,,,,
India,Maharashtra,Chhatrapati Sambhajinagar,"Calendar Year (Jan - Dec), 2020",0,8,0,0,0,0,0,0,4433,,,,,,,2,354588,0,354602,0,354588,354602,2,0,0,2,,,,,,,,,,,,,,,,,
India,Maharashtra,Dharashiv,"Calendar Year (Jan - Dec), 2020",0,12.62,0,0,0,0,0,0,1812,,,,,,,1,228490,226,228490,226,228716,228716,1,0,0,1,,,,,,,,,,,,,,,,,
India,Maharashtra,Dhule,"Calendar Year (Jan - Dec), 2020",7.69,13.14,0.01,0,0,0,0,0,2353,,,,,,,13,302488,6760,302488,6760,309248,309248,12,1,0,13,,,,,,,,,,,,,,,,,
India,Maharashtra,Gadchiroli,"Calendar Year (Jan - Dec), 2020",89.29,75.37,7.73,1.03,6.9,0.92,0,5,1132,,,,,,,8750,661169,192033,661169,192033,853202,853202,937,7813,0,8750,,,,,,,,,,,,,,,,,
India,Maharashtra,Gondia,"Calendar Year (Jan - Dec), 2020",91.35,29.78,0.25,0.08,0.23,0.08,0,2,1395,,,,,,,347,322452,97016,318367,97016,419468,415383,30,317,0,347,,,,,,,,,,,,,,,,,
India,Maharashtra,Hingoli,"Calendar Year (Jan - Dec), 2020",,9.88,0,0,0,0,0,0,1317,,,,,,,0,130158,0,130158,0,130158,130158,0,0,0,0,,,,,,,,,,,,,,,,,
India,Maharashtra,Jalgaon,"Calendar Year (Jan - Dec), 2020",0,9.5,0,0,0,0,0,0,4230,,,,,,,3,401943,0,401943,0,401943,401943,3,0,0,3,,,,,,,,,,,,,,,,,
India,Maharashtra,Jalna,"Calendar Year (Jan - Dec), 2020",0,9.51,0,0,0,0,0,0,2250,,,,,,,1,214061,0,214061,0,214061,214061,1,0,0,1,,,,,,,,,,,,,,,,,
India,Maharashtra,Kolhapur,"Calendar Year (Jan - Dec), 2020",33.33,8.06,0,0,0,0,0,0,4226,,,,,,,15,345538,9995,330687,9995,355533,340682,10,3,2,15,,,,,,,,,,,,,,,,,
India,Maharashtra,Latur,"Calendar Year (Jan - Dec), 2020",42.86,10.69,0,0,0,0,0,0,2798,,,,,,,7,299186,0,299186,0,299186,299186,4,3,0,7,,,,,,,,,,,,,,,,,
India,Maharashtra,Nagpur,"Calendar Year (Jan - Dec), 2020",25,14.2,0,0,0,0,0,0,2311,,,,,,,4,312391,17837,310222,17837,330228,328059,3,1,0,4,,,,,,,,,,,,,,,,,
India,Maharashtra,Nanded,"Calendar Year (Jan - Dec), 2020",0,7.15,0,0,0,0,0,0,3845,,,,,,,2,274768,137,274768,137,274905,274905,2,0,0,2,,,,,,,,,,,,,,,,,
