Country,State,District,Year,"Cases Due To Plasmodium Falciparum (UOM:%(Percentage)), Scaling Factor:1","Annual Blood Examination Rate (UOM:Number), Scaling Factor:1","Annual Parasite Incidence (UOM:Number), Scaling Factor:1","Slide Positivity Rate  (UOM:Number), Scaling Factor:1","Annual Falciparum Incidence   (UOM:Number), Scaling Factor:1","Slide Falciparum Rate  (UOM:Number), Scaling Factor:1","Deaths Due To Plasmodium Vivax Malaria (UOM:Number), Scaling Factor:1","Deaths Due To Plasmodium Falciparum Malaria (UOM:Number), Scaling Factor:1","Population (UOM:Number), Scaling Factor:1","Blood Smears Collected For Malaria Testing (UOM:Number), Scaling Factor:1","Blood Smears Examined  (UOM:Number), Scaling Factor:1","Indigenous Plasmodium Vivax Cases (UOM:Number), Scaling Factor:1","Indigenous Plasmodium Falciparum Cases (UOM:Number), Scaling Factor:1","Indigenous Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Total Indigenous Malaria Positives (UOM:Number), Scaling Factor:1","Repeat Tests Or Re-Tests (UOM:Number), Scaling Factor:1","Total Blood Smears Collected For Malaria Testing (UOM:Number), Scaling Factor:1","Total Tests Conducted Combining Blood Smear Collection And Rapid Diagnostic Tests (UOM:Number), Scaling Factor:1","Total Blood Smears Examined (UOM:Number), Scaling Factor:1","Total Tests Examined Combining Blood Smear Examined And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Total Tests Conducted Combining Blood Smear Collection And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Total Tests Examined Combining Blood Smear Examined And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Plasmodium Vivax (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Plasmodium Falciparum (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Malaria Positives (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Plasmodium Vivax Cases (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Plasmodium Falciparum Cases (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Malaria Positives (UOM:Number), Scaling Factor:1","Total Indigenous And Non Indigenous Cases Of Plasmodium Vivax (UOM:Number), Scaling Factor:1","Total Indigenous And Non Indigenous Cases Of Plasmodium Falciparum (UOM:Number), Scaling Factor:1","Mixed Indigenous And Non Indigenous Malaria Infections (UOM:Number), Scaling Factor:1","Total Of Indigenous And Non Indigenous Cases (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Others (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Others (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Others (UOM:Number), Scaling Factor:1"
India,Bihar,Kaimur (Bhabua),"Calendar Year (Jan - Dec), 2018",0,0.18,0.07,3.75,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Katihar,"Calendar Year (Jan - Dec), 2018",0,0.08,0.01,0.94,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Khagaria,"Calendar Year (Jan - Dec), 2018",0,0.09,0,0.29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Kishanganj,"Calendar Year (Jan - Dec), 2018",0,0.1,0.01,0.64,0,0.16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Lakhisarai,"Calendar Year (Jan - Dec), 2018",51.35,0.15,0.03,2.31,0.02,1.18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Madhepura,"Calendar Year (Jan - Dec), 2018",15.38,0.14,0,0.17,0,0.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Madhubani,"Calendar Year (Jan - Dec), 2018",5,0.02,0,2.4,0,0.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Munger,"Calendar Year (Jan - Dec), 2018",76.22,0.27,0.12,4.58,0.09,3.49,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Muzaffarpur,"Calendar Year (Jan - Dec), 2018",0,0,0.01,21.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Nalanda,"Calendar Year (Jan - Dec), 2018",0,0.25,0,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Nawada,"Calendar Year (Jan - Dec), 2018",25.74,0.46,0.05,1.16,0.01,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Patna,"Calendar Year (Jan - Dec), 2018",0,0,0,0.41,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Purnia,"Calendar Year (Jan - Dec), 2018",3.13,0.08,0.01,1.06,0,0.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Rohtas,"Calendar Year (Jan - Dec), 2018",26.19,0.38,0.03,0.69,0.01,0.18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Saharsa,"Calendar Year (Jan - Dec), 2018",0,0.02,0,0.78,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Samastipur,"Calendar Year (Jan - Dec), 2018",13.33,0,0,6.28,0,0.84,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Saran,"Calendar Year (Jan - Dec), 2018",0,0.12,0,0.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Sheikhpura,"Calendar Year (Jan - Dec), 2018",0,0.1,0,0.13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Sheohar,"Calendar Year (Jan - Dec), 2018",0,0.01,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Sitamarhi,"Calendar Year (Jan - Dec), 2018",0,0.32,0,0.04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Siwan,"Calendar Year (Jan - Dec), 2018",0,0.35,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Supaul,"Calendar Year (Jan - Dec), 2018",0,0.16,0,0.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2018",22.98000000000000000000,0.14,0.01,3.94,0,1.40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Vaishali,"Calendar Year (Jan - Dec), 2018",0,0.02,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chandigarh,Chandigarh,"Calendar Year (Jan - Dec), 2018",0,5.03,0.04,0.08,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chandigarh,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2018",0.00000000000000000000,5.03,0.04,0.08,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Balod,"Calendar Year (Jan - Dec), 2018",55.2,15.85,0.39,0.25,0.22,0.14,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Balodabazar-Bhatapara,"Calendar Year (Jan - Dec), 2018",50.27,9.43,0.1,0.11,0.05,0.06,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Balrampur Ramanujganj,"Calendar Year (Jan - Dec), 2018",52.97,19.28,4.49,2.33,2.38,1.23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Bemetara,"Calendar Year (Jan - Dec), 2018",38.46,9.28,0.02,0.03,0.01,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Bijapur,"Calendar Year (Jan - Dec), 2018",86,49.26,53.08,10.78,45.65,9.27,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Dhamtari,"Calendar Year (Jan - Dec), 2018",50.19,13.27,0.6,0.45,0.3,0.23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Gariyaband,"Calendar Year (Jan - Dec), 2018",64.84,18.08,1.3,0.72,0.84,0.47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Janjgir-Champa,"Calendar Year (Jan - Dec), 2018",52.65,11.16,0.31,0.28,0.16,0.15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Jashpur,"Calendar Year (Jan - Dec), 2018",80.51,25.65,4.38,1.71,3.53,1.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Kabeerdham,"Calendar Year (Jan - Dec), 2018",71.34,14.92,0.89,0.6,0.63,0.42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Kondagaon,"Calendar Year (Jan - Dec), 2018",83.11,20.64,4.43,2.14,3.68,1.78,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Korba,"Calendar Year (Jan - Dec), 2018",42.99,22.03,1.62,0.73,0.69,0.32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Korea,"Calendar Year (Jan - Dec), 2018",58.98,15.58,1.53,0.98,0.9,0.58,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Mahasamund,"Calendar Year (Jan - Dec), 2018",61.49,13.52,0.12,0.09,0.08,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Mungeli,"Calendar Year (Jan - Dec), 2018",43.9,10.23,0.09,0.09,0.04,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Narayanpur,"Calendar Year (Jan - Dec), 2018",85.12,24.54,25.09,10.22,21.36,8.7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Raigarh,"Calendar Year (Jan - Dec), 2018",68.15,14.85,0.62,0.42,0.42,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Rajnandgaon,"Calendar Year (Jan - Dec), 2018",69.85,13.89,0.57,0.41,0.4,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Sukma,"Calendar Year (Jan - Dec), 2018",91.99,26.99,46.51,17.23,42.78,15.85,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2018",495.9100000000000000,151.14,55.96,17.92,46.19,14.48,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Uttar Bastar Kanker,"Calendar Year (Jan - Dec), 2018",82.75,33.1,3.02,0.91,2.5,0.75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Delhi,New Delhi,"Calendar Year (Jan - Dec), 2018",0.21,0.58,0.02,0.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Delhi,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2018",0.21000000000000000000,0.58,0.02,0.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Goa,North Goa,"Calendar Year (Jan - Dec), 2018",12.09,30.2,0.3,0.1,0.04,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Goa,South Goa,"Calendar Year (Jan - Dec), 2018",14.81,16.61,0.2,0.12,0.03,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Goa,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2018",13.2600000000000000,22.97,0.24,0.11,0.03,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Ahmadabad,"Calendar Year (Jan - Dec), 2018",3.73,24.7,0.08,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Amreli,"Calendar Year (Jan - Dec), 2018",3.47,20.16,0.31,0.15,0.01,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Arvalli,"Calendar Year (Jan - Dec), 2018",5.38,22.41,0.08,0.04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Banas Kantha,"Calendar Year (Jan - Dec), 2018",0.84,22.29,0.42,0.19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Bharuch,"Calendar Year (Jan - Dec), 2018",6.21,18.79,0.1,0.05,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Bhavnagar,"Calendar Year (Jan - Dec), 2018",4.04,21.68,0.05,0.02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Botad,"Calendar Year (Jan - Dec), 2018",2.7,20.27,0.05,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Chhotaudepur,"Calendar Year (Jan - Dec), 2018",8.73,19.77,0.32,0.16,0.03,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Dang,"Calendar Year (Jan - Dec), 2018",11.36,36.34,0.17,0.05,0.02,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Gandhinagar,"Calendar Year (Jan - Dec), 2018",4.62,24.62,0.15,0.06,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Jamnagar,"Calendar Year (Jan - Dec), 2018",3.38,23.24,0.17,0.07,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Junagadh,"Calendar Year (Jan - Dec), 2018",1.5,21.38,0.2,0.09,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Mahesana,"Calendar Year (Jan - Dec), 2018",4.15,20.68,0.11,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Mahisagar,"Calendar Year (Jan - Dec), 2018",7.84,21.53,0.14,0.06,0.01,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Morbi,"Calendar Year (Jan - Dec), 2018",5.75,23.9,0.55,0.23,0.03,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Narmada,"Calendar Year (Jan - Dec), 2018",12,18.13,0.11,0.06,0.01,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Navsari,"Calendar Year (Jan - Dec), 2018",13.57,23.23,0.1,0.04,0.01,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Patan,"Calendar Year (Jan - Dec), 2018",1.12,23.86,0.36,0.15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Porbandar,"Calendar Year (Jan - Dec), 2018",6.25,17.73,0.12,0.07,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Rajkot,"Calendar Year (Jan - Dec), 2018",2.13,21,0.1,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Sabar Kantha,"Calendar Year (Jan - Dec), 2018",14.4,23.75,0.23,0.1,0.03,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Surat,"Calendar Year (Jan - Dec), 2018",5.45,22.65,0.17,0.08,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Surendranagar,"Calendar Year (Jan - Dec), 2018",10.34,24.18,0.7,0.29,0.07,0.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Tapi,"Calendar Year (Jan - Dec), 2018",10.29,25.46,0.15,0.06,0.02,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2018",108.72000000000000000000,373.61,4.63,1.93,0.35,0.12,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Vadodara,"Calendar Year (Jan - Dec), 2018",5.03,20.37,0.13,0.07,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Gujarat,Valsad,"Calendar Year (Jan - Dec), 2018",2.35,18.96,0.05,0.02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Ambala,"Calendar Year (Jan - Dec), 2018",20,5.62,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Bhiwani,"Calendar Year (Jan - Dec), 2018",0,13.16,0.04,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Faridabad,"Calendar Year (Jan - Dec), 2018",3.33,5.02,0.09,0.18,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Fatehabad,"Calendar Year (Jan - Dec), 2018",0,8.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Hisar,"Calendar Year (Jan - Dec), 2018",1.05,8.25,0.05,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Jhajjar,"Calendar Year (Jan - Dec), 2018",0,6.97,0.06,0.09,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Jind,"Calendar Year (Jan - Dec), 2018",5.88,10.12,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Kaithal,"Calendar Year (Jan - Dec), 2018",0,9.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Karnal,"Calendar Year (Jan - Dec), 2018",0,13.53,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Kurukshetra,"Calendar Year (Jan - Dec), 2018",0,10,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Palwal,"Calendar Year (Jan - Dec), 2018",1.66,6.51,0.29,0.45,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Panchkula,"Calendar Year (Jan - Dec), 2018",0,16.03,0.11,0.07,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Panipat,"Calendar Year (Jan - Dec), 2018",0,7.43,0.03,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Rewari,"Calendar Year (Jan - Dec), 2018",0,9.3,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Rohtak,"Calendar Year (Jan - Dec), 2018",0,12.52,0.06,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Sirsa,"Calendar Year (Jan - Dec), 2018",0,11.31,0.03,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Sonipat,"Calendar Year (Jan - Dec), 2018",0,13.64,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2018",41.07000000000000000000,29.15,1.56,3.33,0.38,0.81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Yamunanagar,"Calendar Year (Jan - Dec), 2018",0,4.56,0.07,0.16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Himachal Pradesh,Bilaspur,"Calendar Year (Jan - Dec), 2018",0,8.97,0.02,0.02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Himachal Pradesh,Chamba,"Calendar Year (Jan - Dec), 2018",0,2.23,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Himachal Pradesh,Hamirpur,"Calendar Year (Jan - Dec), 2018",14.55,8.69,0.12,0.13,0.02,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Himachal Pradesh,Kangra,"Calendar Year (Jan - Dec), 2018",9.09,9.58,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Himachal Pradesh,Kullu,"Calendar Year (Jan - Dec), 2018",0,10.05,0.05,0.04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Himachal Pradesh,Mandi,"Calendar Year (Jan - Dec), 2018",16.67,4.83,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Himachal Pradesh,Shimla,"Calendar Year (Jan - Dec), 2018",0,1.68,0,0.02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Himachal Pradesh,Sirmaur,"Calendar Year (Jan - Dec), 2018",12.5,9.39,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Himachal Pradesh,Solan,"Calendar Year (Jan - Dec), 2018",0,5.43,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Himachal Pradesh,Una,"Calendar Year (Jan - Dec), 2018",0,10.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Himachal Pradesh,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2018",11.2200000000000000,7.42,0.02,0.02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jammu and Kashmir,Doda,"Calendar Year (Jan - Dec), 2018",0,6.67,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jammu and Kashmir,Kathua,"Calendar Year (Jan - Dec), 2018",0,9.73,0.03,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jammu and Kashmir,Kishtwar,"Calendar Year (Jan - Dec), 2018",0,1.81,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jammu and Kashmir,Poonch,"Calendar Year (Jan - Dec), 2018",4.35,9.13,0.04,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jammu and Kashmir,Rajouri,"Calendar Year (Jan - Dec), 2018",0,9.17,0.06,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jammu and Kashmir,Ramban,"Calendar Year (Jan - Dec), 2018",0,1.55,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jammu and Kashmir,Reasi,"Calendar Year (Jan - Dec), 2018",0,10.22,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jammu and Kashmir,Samba,"Calendar Year (Jan - Dec), 2018",0,9.91,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jammu and Kashmir,Udhampur,"Calendar Year (Jan - Dec), 2018",0,7.53,0.03,0.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jammu and Kashmir,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2018",4.32000000000000000000,14.60,0.10,1.98,0,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jharkhand,Bokaro,"Calendar Year (Jan - Dec), 2018",38.3,9.71,0.18,0.19,0.07,0.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jharkhand,Chatra,"Calendar Year (Jan - Dec), 2018",1.7,8.9,2.48,2.78,0.04,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jharkhand,Deoghar,"Calendar Year (Jan - Dec), 2018",10.87,15.06,0.03,0.02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jharkhand,Dhanbad,"Calendar Year (Jan - Dec), 2018",44.26,5.77,0.04,0.06,0.02,0.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jharkhand,Dumka,"Calendar Year (Jan - Dec), 2018",70.4,6.2,0.32,0.52,0.23,0.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jharkhand,East Singhbum,"Calendar Year (Jan - Dec), 2018",78.5,6.94,0.59,0.84,0.46,0.66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jharkhand,Garhwa,"Calendar Year (Jan - Dec), 2018",5.56,11.15,3.87,3.47,0.22,0.19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jharkhand,Giridih,"Calendar Year (Jan - Dec), 2018",2.82,5.7,1.86,3.27,0.05,0.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Jharkhand,Godda,"Calendar Year (Jan - Dec), 2018",50.7,10.4,0.62,0.6,0.32,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
